出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位),用水密集度-單位,取得驗證,水資源管理或減量目標
1111005,110,4540,全球傳動,58726.0000,110年度,23.2400,營業額,N,規劃中
1111005,110,4545,銘鈺,245658.0000,母公司,215.0000,百萬營業額,N,本公司已推動廢水回收多年，每年以回收超過1萬噸的自來水再使用為目標。
1111005,110,4551,智伸科,444667.0000,包含合併財務報表之母子公司,0.0012,產品,N,"管理政策：
(1)製程清洗廢水已執行回收沉澱過濾再利用方案，使用於初級製程清洗使用及純水、超純水之排廢水回收利用於空調冷卻水。
(2)節水減排：提升純水、超純水得率以降低新鮮自來水取水量，減少排汙量；雨水收集利用，改造現有的雨水收集池，
增設調節閥，經淨化處理後的雨水部分替代冷卻塔新鮮自來水補水，以降低新鮮自來水取水量。
通過不斷的節水技術改造，繼續採用碳氫真空清洗工藝技術改造、節水型器具、回收利用、冷卻水迴圈利用等，
實現良好的綜合經濟效益同時，進一步提高企業用水效率。並持續優化規範制度、措施，嚴格落實各項考核制度
，促進工業節水技術的發展與應用。
(3)計畫2023年至2025年每年節水減排3%以上。"
1111005,110,4555,氣立,,,,,N,無資料
1111005,110,4557,永新-KY,,,,,N,N/A
1111005,110,4560,強信-KY,,,,,N,無資料
1111005,110,4562,穎漢,,,,,N,本公司非屬強制編制永續報告書者，將評估進行揭露
1111005,110,4564,元翎,143546.0000,母公司及重要子公司,,,N,尚未訂定
1111005,110,4566,時碩工業,,,,,N,無。
1111005,110,4571,鈞興-KY,,,,,N,每年降低用水密集度
1111005,110,4572,駐龍,25691.0000,母公司,63.5900,百萬營業額,N,"1.專人監控用水度數，慎防不當使用或管線問題造成之浪費。
2.新廠區專設水循環使用系統，回收冷氣產生之冷凝水做二次使用。"
1111005,110,4576,大銀微系統,36833.0000,母公司之總部及二廠,11.5700,營業額單位為佰萬元,N,裝設用水回收設施以符合用水回收率65%以上之承諾，2018年~2021年總廠及二廠平均水回收率為70.46%。
1111005,110,4581,光隆精密-KY,29869.0000,合併財務報表之母子公司,0.0297,營業額,N,每月於經營月會報告用水量及異常用水原因
1111005,110,4583,台灣精銳,78382.0000,母公司,0.0000,營業額,ISO14001,"1.遵循法規
2.節約水資源
3.持續減少用水量"
1111005,110,4720,德淵,11632.0000,母公司,3.2800,噸/百萬營收,N,"1.節約用水
2.用水回收率50%以上"
1111005,110,4722,國精化,104656.0000,母公司,,,N,無資料
1111005,110,4737,華廣,26423.0000,母公司,26423.0000,營業額,N,每年皆有作溫室氣體排放量、用水量、廢水量及廢棄物總重量統計，並制定節能減碳、溫室氣體減量、減少用水政策及電力節能1%之目標，廠房頂樓於完成設置太陽能發電系統，響應綠能節電政策。
1111005,110,4739,康普,46700.0000,新竹廠及頭份廠,0.7933,取水量(百萬公升)/個體營收(億元),ISO 50001,"本公司新竹廠依水污染防治法均設有相關水處理程序及申請操作排放許可證在
案，透過工業區污水下水道系統統一處理後放流至茄苳溪。"
1111005,110,4746,台耀,465041.0000,母公司,146.7500,公噸/百萬營業額,N,尚未訂定相關目標。
1111005,110,4755,三福化,373107.0000,僅母公司(善化廠、柳科廠、高雄廠),0.0833,營業額；單位：公噸  / 仟元,確信準則公報第一號,無。
1111005,110,4763,材料-KY,589140.0000,合併財務報表之母子公司,0.2170,營業額(仟元單位),N,致力於加大對廢水回收利用的管理
1111005,110,4764,雙鍵,11011.0000,母公司,3.5948,百萬營業額,N,"1、宣導節約用水、珍惜資源。
2、落實廢水管理，污水流入污水下水道、排放符合標準。"
1111005,110,4766,南寶,62951.0000,僅母公司,0.0160,千元營收,N,"本公司水資源使用三大策略：減量、再利用、回收。
最主要的用水來源為自來水，為了降低營運時的水資源
耗用，本公司積極導入節水措施以及使用回收水，透過
製程蒸氣與冷凝水回收，再經過MBR薄膜過濾回收至冷
卻水池，並持續精進用水情況，研發再利用設備以提升
用水效率，除自行檢測監控外，亦會不定期採取水樣送
外部檢測機構進行檢測。"
1111005,110,4770,上品,49067.0000,僅母公司,19.0595,百萬營業額,N,SCADA遠端監測系統，管理與監控廠區用水狀況與異常警示。
1111005,110,4807,日成-KY,,,,,N,無
1111005,110,4904,遠傳,249198.0000,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),0.0000,營業額,N,"落實水資源控管，提高用水效率 (包含採用中水回收,加強節水宣導，更換節水設備，用水設備漏水檢查與設備操作管理等相關措施)，2022年減量目標為較前一年度用水量下降1%"
1111005,110,4906,正文,46900.0000,正文科技股份有限公司,0.0023,營業額,N,"用水劃分四大區域,設置水錶監測用水量,檢討用水量大的區域並進行改善"
1111005,110,4912,聯德控股-KY,28920.0000,重要子公司聯德精密材料(中國)股份有限公司,17352.0000,產品,N,增加清洗設備水迴圈利用
1111005,110,4915,致伸,916321.0000,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼,12.7900,營業額,ISO 14046,"目標：每年減少2%用水量。
1.致伸集團為加強水資源管理策略，致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼皆取得ISO 14046水足跡查證聲明書，製作各工廠用水平衡圖，以協助強化我們的節約用水策略。
2.子公司東莞東聚推行中水回收系統，可將製程污水回收處理再利用，回收過濾後的廢水用於廠區植栽澆水以及沖洗廁所用水。致伸重慶廠區執行RO廢水回收作為生活用水使用。"
1111005,110,4916,事欣科,,,,,N,無
1111005,110,4919,新唐,389290.0000,僅含母公司(不含台南、竹北、北辦),36.8808,單位：公升/層-晶圓光罩,ISO 14001,由於氣候變遷，近年來世界各地降雨型態產生了重大的變異，水資源匱乏議題正受到國際之高度關注，且半導體業製程需要使用大量水，新唐科技的用水來源是自來水公司所提供之自來水，並有利用回收少量的雨水及空調冷凝水作為次級用水，節省水的二大主軸策略是優先減少源頭使用以及後端回收使用以降低水資源之耗用。
1111005,110,4927,泰鼎-KY,3560000.0000,包含合併財務報表之母子公司,240.0000,台幣百萬營收,N,取水來源全數係自第三方取得，由當地自來水公司及工業區處理廠取得水源，經各製程使用後排放依照不同製程分別排放鹼性蝕刻液、酸性蝕刻液以及其他製程廢水至暫存槽。依照工業區規定，工廠排放廢水至廢水處理廠前，有義務將排放之廢水參數控制於標準參數中，排放路徑皆按工業區規定排放至指定之管道，自取得至排放皆依照泰國工業相關法令標準，達到對環境保護的目的。生產廠區所處地區缺水之風險依過往經驗判斷尚不高，考量缺水對生產造成停線的可能影響，避免無法對客戶交貨，於水資源取得之風險控管上，泰鼎平時及備有購水供應商，降低缺水造成生產上的衝擊。
1111005,110,4930,燦星網,,,,,N,本公司應妥善與永續利用水資源，於內部執行節約用水，在生產過程中運用循環水的再利用。
1111005,110,4934,太極,,,,,N,NA
1111005,110,4935,茂林-KY,,,,,N,無資料
1111005,110,4938,和碩,5234887.0000,和碩企業總部、臺灣營運中心、上海昌碩、昆山世碩、蘇州名碩/康碩/凱碩、重慶旭碩/凱全、捷克製造中心、墨西哥營運中心、印尼廠,4.1400,每百萬營業額(元),N,節水政策：水龍頭加裝節水器、改用感應式水龍頭及小便器沖洗閥、選用節水型設備、冷卻水塔之用水優化、回收利用冷凝水水溫、提高水霧風機效率、獨立水表計量用水、水池/水箱溢流警報裝置、灌溉程序規劃
1111005,110,4942,嘉彰,40228.0000,110年度用水量統計,23.8645,百萬元營業額,N,"因應全球氣候變遷，供水穩定化成為各國面臨的問題。本公司為善盡社會責任
及因應全球水資源短缺議題，以2016 年為基準年，在2025 年前將整體用水
密集度( 總用水量/ 百萬美元產值) 下降30%， 期以具體行動，與全球企業共
同面對氣候變遷的挑戰。"
1111005,110,4943,康控-KY,,,,,N,研議中
1111005,110,4952,凌通,5620.0000,母公司,1.6112,百萬營業額,N,茶水間水龍頭裝設節水器，以節約3%用水量為目標。
1111005,110,4956,光鋐,149581.0000,110年1月~12月,,,N,無資料
1111005,110,4958,臻鼎-KY,13882000.0000,大陸園區及台灣園區,82.9000,營業額,The AWS International Water Stewardship Standard V 2.0,2025年總體水回用率達60%
1111005,110,4960,誠美材,622344.0000,僅母公司,17.3560,產能(仟米平方),N,誠美材料水資源管理三大面向「源頭管理有效降低用水量、增加製程於廠務廢水回收、降低廢水排放量」
1111005,110,4961,天鈺,5354.0000,僅含天鈺科技（母公司）新竹總部之據點,0.2969,0.2969立方公尺/百萬營業額,AA1000 Type 2 中度保證,無
1111005,110,4967,十銓,,,,,N,無
1111005,110,4968,立積,353.0000,母公司,11.8000,員工人數(千人),N,在日常營運即定時管控用水量，並持續進行節水宣導，期望能夠將節水意識融入同仁的日常生活。此外，辦公室大樓亦實施回收水再利用澆灌花草、使用省水馬桶等節水措施，全面減少水資源浪費。
1111005,110,4976,佳凌,,,,,N,節約用水、循環用水
1111005,110,4977,眾達-KY,13864.0000,2021年合計,,,N,生活用水：目標人均每月下降0.2%(降低0.02噸)
1111005,110,4989,榮科,310256.0000,本公司,0.0270,產量(公斤),N,"1.提高再生水使用比例。
預估 2022 年使用 再生水比例將提高到 87%，自來水量(含工業用水)將因此降低到 10%，並預計 2030 年之前，將製程中使用再生水的比例提高到 91%以上。
2.提高回收水循環比例
3.提高冷卻水塔之排水循環率。"
1111005,110,4994,傳奇,,,,,N,本公司未從事產品之組裝，未有實際生產情形，不會產生廢水排放之情事，故無資料
1111005,110,4999,鑫禾,40515.0000,僅母公司,,,N,宣導生活用水節約使用
1111005,110,5007,三星,93.4540,母公司,0.0146,百萬營業額,N,節約能源
1111005,110,5203,訊連,6063.0000,台北總公司,6063.0000,總公司辦公區堿空調循環用水及民生用水,N,無資料
1111005,110,5215,科嘉-KY,,,,,N,公司目前著手試行單一子公司依照ISO 14064-1進行組織溫室氣體盤查，未來應有數據體現，且規劃推廣至其他子公司。
1111005,110,5222,全訊,12978.0000,僅個別公司大順一廠,14.1527,百萬營業額,N,無資料
1111005,110,5225,東科-KY,,,,,N,"公司製程主要以組裝為主，取水之主要用途為生活用水及生產循環用水，來源 100% 為自來水，且皆非來自水資源壓力區；產出的生活廢水工業廢水經污水處理設施運行處理後符合環保法規要求，達標排放。
在水資源管理著重於員工日常工作的節約用水觀念與設施改善，惠陽廠區設置環保應急池及控制閘閥，防止事故污水污染水土環境，積極推動節水措施，提升水資源使用效率。"
1111005,110,5234,達興材料,102496.0000,所有生產廠區,22.7100,百萬營業額,N,廠區導入逆滲透廢水回收再利用系統 (RORR)，減少每日用水量，並持續對用水量進行管理，以不使用耗水性製程為管理目標。
1111005,110,5243,乙盛-KY,,,,,N,無
1111005,110,5244,弘凱,,,,,N,尚無
1111005,110,5258,虹堡,,,,,N,無
1111005,110,5269,祥碩,2218.0000,"範圍: 110/1/1~12/31, 祥碩總公司辦公室",36.9113,營業額(億元),N,"祥碩積極宣導節約用水，因無其他大量耗水設備，無法有相關措施達到明確用水減量，但以下列措施力求有效利用水資源
1.水龍頭加裝省水器加強節水。
2.辦公室全面使用2段式省水馬桶馬桶。
3.定期巡檢水龍頭或其他水管接頭有無漏水。"
1111005,110,5283,禾聯碩,,,,,N,尚在評估規畫中
1111005,110,5284,jpp-KY,92730.0000,泰國經寶精密工業股份有限公司,61159.0000,製程,ISO14001 No. 44 104 082456,附件 3 依公司函送泰國大都會水務局文件之泰文版為準
1111005,110,5285,界霖,159539.0000,界霖科技楠梓廠區,,,N,包括RO廢水回收、洗滌塔優先使用次級用水。於110年楠梓三廠建置導入中水回收設備用以回收製程廢水，同時透過提高用水回收率，有效降低用水量與廢水排放量，並透過提高用水回收率，有效降低用水量與廢水排放量。
1111005,110,5288,豐祥-KY,231474.0000,主要營運子公司台灣豐祥及越南VPIC1,0.0404,仟元營業額,ISO 14001,"我們的水資源耗用主要為廠區營運使用，每年設定節水2%為具體目標對各生產基地進行管理，生活廢水透過RO回收再利用，作為灌溉及廁所清潔用水，每月廢水回收約2,300頓，作為次級用水並在早晨為花草澆水可減少氣溫蒸發，魚缸則採用循環式供水。為盡可能減少不必要水資源的浪費，除宣導員工養成良好的用水習慣，用水後隨手關緊水龍頭。"
1111005,110,5306,桂盟,3000.0000,母公司,3.2800,營業額,N,"面對水資源風險，桂盟從不同角度出發來管理水資源，並定期召開會議討論相關議題、擬定政策與檢視節水績效，並透過標語與教育課程等多元方式宣導，讓節水觀念融入生產及辦公生活的每個細節。
2021年桂盟台灣廠區用水量共計11,500公噸，取水來源皆源自水庫供給之自來水，歷年總用水量有持續下降趨勢，表示公司對於所推動的節水措施及宣導，已逐漸顯現成效。我們將持續提升水資源使用效率，並計算廠內製程用水、廢水及生活用水等，準確掌握用水流向、流量，使每一滴水在廠區的使用效率最大化，同時持續落實日常節水，以減緩對水資源使用上的衝擊。"
1111005,110,5388,中磊,48316.6700,本公司(台北辦公室+竹南廠),32.3100,員工人數(台北+竹南),N,因中磊用水都屬於生活用水，無製程用水，故用水減量部分著重於節約用水的宣導
1111005,110,5434,崇越,5.2303,台北總部,0.0000,營業額,N,"1.鼓勵員工進行企業環境管理相關課程，以落實環境管理政策。
2.2021年總用水量較2020年節約13.69%。
3.2022年總用水量較2021年減少5%。"
1111005,110,5469,瀚宇博,370118.0000,110年度,0.1564,產品,N,尚未制訂相關政策
1111005,110,5471,松翰,2766.0000,僅母公司,0.0005,營業額(新台幣仟元),N,"加裝或更換省水標章產品,並持續監控水資源使用"
1111005,110,5484,慧友,2568.0000,母公司110年用水量,7.0400,"母公司110年用水量為2568公噸,平均每天用水量為7.04公噸",N,無
1111005,110,5515,建國,1499.0000,企業總部,3.7500,人,N,三年減少5%用水量
1111005,110,5519,隆大,,,,,N,無
1111005,110,5521,工信,23235.0000,僅母公司,78.2300,員工人數,N,以2018年為基準年，每年減少2%，5年後達成減量10%目標，遠程目標以每年減量不小於基準年的3%為目標。
1111005,110,5522,遠雄,3320.0000,僅母公司,21.7000,員工人數,N,"強化總部大樓之資源與廢棄物減量管理，並致力提升員工相關環保意識及行動，持續宣導員工節約用水之觀念，總部自有樓層分區水錶與省水裝
置預計於112年建置，以110年為基準年，總部自有樓層用水總量預計於114年下降5%"
1111005,110,5525,順天,,,,,N,
1111005,110,5531,鄉林,3.2890,母公司,3.2890,員工人數,N,以2018年為基準，再2028年將整體用水密集度(總用水量/員工人)下降4%
1111005,110,5533,皇鼎,,,,,N,尚無
1111005,110,5534,長虹,,,,,N,無
1111005,110,5538,東明-KY,,,,,N,無
1111005,110,5546,永固-KY,,,,,N,無
1111005,110,5607,遠雄港,,,,,N,1%
1111005,110,5608,四維航,17613.5100,母公司辦公室及母子孫公司所屬船舶,42.4302,員工人數及船員人數,N,船舶用水量不僅供民生用水，亦用於機器冷卻與保養維護等。船舶因屬封閉型空間水資源取得不易，故除由岸端供應水源外，亦於航行中情況許可下取海水淡化使用並將有限的珍貴水源盡量循環使用以降低資源消耗。
1111005,110,5706,鳳凰,,,,,N,節水部份：依循「開源」及「節流」二大方向，加強宣導節約用水之政策。
1111005,110,5871,中租-KY,83354.1300,全企業，資料出處:2021年CSR報告書,1.1600,營業額,N,2020年為基準年，每年減量3%，至2025年累積減量達15%
1111005,110,5876,上海商銀,53100.0000,僅母公司,2.2506,分母為百萬元營業額,"""1.確信準則公報第一號 2.通過ISO 50001驗證""",每百萬營收水耗量較上年減少3%
1111005,110,5880,合庫金,288706.0000,合庫金控及各子公司，合計306處據點(不含國外),5.3100,淨收益佰萬元,ISO 14064-1:2018 類別4.1：源自採購商品的排放,"自2021年起，每年至少比基準年減少10,000公噸的用水量"
1111005,110,5906,台南-KY,,,,,N,無
1111005,110,5907,大洋-KY,,,1022500.0000,度,N,對環境之汙染，預防勝於事後之處理，大洋百貨商場致力於提升各項資源之利用效率，通過加強現場管理，採用節水設備，以及部分水資源回收再利用
1111005,110,6005,群益證,3.8243,母公司,,,N,無
1111005,110,6024,群益期,3783.0000,全台營運據點,1.7182,營業額 百萬元,N,近年來本公司營運規模不斷擴大，員工人數亦不斷增加，相關能源、溫室氣體與廢棄物消耗每年以不增加使用量及溫室氣體排放量為目標。
1111005,110,6108,競國,535500.0000,僅母公司,0.2800,產品,N,內部執行節約用水、透過廢水排放分類系統，做好製程省水與回收再利用的基礎。
1111005,110,6112,邁達特,4819.0000,台北總公司及高雄分公司,4819.0000,營業額,本公司用水量數據經2021永續報告書驗證。,本公司水資源減量目標為人均用水量年減1%。
1111005,110,6115,鎰勝,5497.0000,僅母公司,,,N,節約用水及循環使用
1111005,110,6116,彩晶,5055.2200,母公司及子公司(南京瀚宇彩欣科技有限責任公司),0.1090,母公司的內湖營業所密集度為0.002百萬公升 /樓地板面積(坪)；母公司的南科廠為0.001 百萬公升 /投片面積(m2)；子公司(南京)為0.106 百萬公升 /投片量(片),N,"瀚宇彩晶針對製程水回收率、節水量、排放率與廢水減量設定短中長期目標，在112年前製程水回收率提升至87%，節水量達328,500 m3/年；全廠排放水率為68%；至113年前製程水回收率提升至90.10%，節水量達547,500 m3/年；全廠排放水率為63.10%，最終至119年達成製程水回收率為100%，節水量達2,080,500 m3/年；全廠達成零廢水排放。"
1111005,110,6117,迎廣,45172.0000,母公司,19.5400,營業額,N,單位用水量減少2%/年
1111005,110,6120,達運,108.9000,包含本公司及合併財務報表內子公司,,,N,目前尚在盤查及規劃階段
1111005,110,6128,上福,17060.0000,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,0.0010,產品,N,無
1111005,110,6133,金橋,,,,,N,"購置廢水再利用設備及節約用水,達成環保及減量"
1111005,110,6136,富爾特,0.0888,母公司,,,N,尚未訂定
1111005,110,6139,亞翔,1991.0000,新竹廠區總用水量,,,N,尚無規劃
1111005,110,6141,柏承,,,,,N,暫無資料
1111005,110,6142,友勁,30578.0000,母公司,12.3336,單位:公噸/百萬營業額,N,本年度為首次查證，減量待未來陸續規劃及執行。
1111005,110,6152,百一,2705.0000,1100101~1101231,,,N,無
1111005,110,6153,嘉聯益,663378.0000,僅母公司樹林廠,,,N,設置水表，建立用水基線資料。
1111005,110,6155,鈞寶,53.2200,母公司,,,N,本公司從全面落實日常生活節約用水做起，以及把廢水系統導入回收系統、製程用水部分使用循環水以增加產水量，將可利用之水資源發揮更大效益，計畫於2023年(2019年為基準年)達成用水量減少2%為目標。
1111005,110,6164,華興,,,,,N,無資料
1111005,110,6165,浪凡,,,,,N,無
1111005,110,6166,凌華,13167.0000,母公司,1.0468,人員數量,N,2022-2032年設定節約用水2%
1111005,110,6168,宏齊,50860.2000,母公司,0.0170,營業額,N,"自來水年使用量降低至50,000噸"
1111005,110,6176,瑞儀,1837000.0000,台灣與中國大陸製造廠區,0.0002,公斤產品,N,"透過集團製造中心設備處設定節能管理目標。並於2025年達到瑞儀永續發展目標「集團
能資源較2018年減少20%」。"
1111005,110,6177,達麗,,,,,N,規劃中
1111005,110,6183,關貿,10.1940,總公司位於南港軟體園區，各進駐戶無獨立之水錶，僅有分攤數值,0.0046,用水(噸)/營業額(百萬),N,總公司位於南港軟體園區，且為資訊服務業，僅有民生用水，排入污水下水道處理，未污染環境
1111005,110,6184,大豐電,,,,,N,"減少自然水源耗用,降低用水量"
1111005,110,6189,豐藝,3471.0000,母公司及子公司勁豐,,,N,每年節水1%為目標
1111005,110,6191,精成科,3990356.0000,包含合併財務報表之母子公司,144.4700,百萬營業額,N,"管理：1.對生產用水狀況進行巡查，對用水量進行統計分析原因找出方案，對員工進行節約用水培訓。2.利用在線監控系統對公司用水進行實施監控制定標準產量單位水量，建立相應的懲處機制。
目標：減少危險廢棄物產生量、耗水量朝向每百萬營收之強度值降低1%之目標前進"
1111005,110,6192,巨路,,,,,N,無
1111005,110,6196,帆宣,59170.0000,母公司廠區,59170.0000,產品,N,有效利用資源
1111005,110,6197,佳必琪,,,,,N,無
1111005,110,6201,亞弘電,15509.0000,母公司,,,N,等完成溫室氣體盤查後在規劃相關管理政策
1111005,110,6202,盛群,15674.0000,本公司台灣總部,2.3695,百萬營業額,N,本公司主要為一般生活用水及空調用水，無製程用水，節水措施如下：(1)給水裝置全部加裝變頻器以穩定水壓。(2)公共洗手間全面採用感應式水龍頭，購買具備省水標章之產品，有效控制用水量，減少不必要的水資源浪費。(3)設計雨水不落地設施，集中雨水再使用至不與人體直接接觸之用水。
1111005,110,6205,詮欣,,,,,N,鼓勵員工節約用水
1111005,110,6206,飛捷,11099.0000,飛捷母公司,23.0000,人均用水度數,N,"1.降低水龍頭出水流量。
2.安裝水龍頭省水隔板，減少水資源的浪費。
3.林口工廠藉由回收雨水方式進行周邊植物澆灌。"
1111005,110,6209,今國光,166476.0000,今國集團,,,N,積極評估導入節水設備及廢水回收使用
1111005,110,6213,聯茂,38503.0000,母公司,,,ISO 14001:2015版,承諾必須符合法規排放標準以及降低廢水排放量為執行管理與改善。
1111005,110,6214,精誠,17426.0000,僅母公司,15.3700,員工人數,N,"1.給水設備全面加裝節水器，用水處加強節水教育宣導標語
2.用水減量1%"
1111005,110,6215,和椿,1622.0000,母公司,1.1227,百萬營業額,N,持續統計用水量，避免用水量暴增浪費水資源
1111005,110,6216,居易,4466.0000,生活污水,,,N,因應氣候變遷，於110年設置簡易雨水回收系統，供空調冷卻水使用。
1111005,110,6224,聚鼎,24079.0000,母公司,,,N,無
1111005,110,6225,天瀚,,,,,N,減少不必要的用水
1111005,110,6226,光鼎,,,,,N,不適用
1111005,110,6230,尼得科超眾,10233.0000,"中興廠、興德廠、陞泰廠
中興廠、興德廠、陞泰廠",0.9300,營業額,N,本公司係一電子資訊產品散/傳熱零組件之專業設計及製造廠商，製程中僅產生一般事業廢棄物，可回收廢棄物((下腳料))則由專業合格的處理廠商統一進行回收與資源再利用，再製作成各式之再生產品於其他產業循環使用。
1111005,110,6235,華孚,,,,,N,目前尚未訂定。
1111005,110,6239,力成,2617123.0000,僅母公司,51.0500,營業額(百萬)以台灣地區計算,ISO 14046,切割研磨製程回收水系統水回收率大於85%
1111005,110,6243,迅杰,690.0000,母公司,0.8364,百萬營業額,N,無資料
1111005,110,6257,矽格,325.9000,所有廠區及子公司,,,N,"長年關注水資源節能環保議題，在節水計畫方面，從全面落實日常生活節約用水
做起，將可利用之水資源發揮最大效益。
未使用特殊製程用水之測試代工廠，主要用水類型為日常生活用水，
在節水計畫措施包括將空調箱凝結水回收至4F 冷卻水塔循環回收利
用、部分洗手台自動感應水龍頭改用手動噴霧型水龍頭節省用水，
110年在水資源運用管理及節水計畫執行下，約有4.03萬噸
節水量，降幅約1.24%。"
1111005,110,6269,台郡,780441.0000,僅母公司,0.8000,產品,N,2021年目標為提升中水回收率25%；2022年目標則為提升中水回收率30%。
1111005,110,6271,同欣電,970669.0000,母公司,96.0800,百萬產值,N,用水密集度下降1%
1111005,110,6277,宏正,19878.4300,範疇一+範疇二,5.9100,營業額,N,公司內部施行節水措施外，洗手設施更換「省水標章」水龍頭，並以開源節流的精神，持續推動節水措施，宣導同仁節約用水觀念，並且在水龍頭用水處張貼節約用水標語，以提醒同仁落實及配合，減少對水資源的消耗。
1111005,110,6278,台表科,64874.0000,母公司,0.9900,百萬營業額,N,無資料
1111005,110,6281,全國電,,,,,N,無資料
1111005,110,6282,康舒,906930.0000,2021年康舒科技股份有限公司永續報告書,4140.0240,新臺幣每億元營業收入,ISO 14046,2030年生活用水使用量較2014年基準年減少35%。
1111005,110,6283,淳安,,,,,N,NA
1111005,110,6285,啟碁,453915.0000,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、啟基永昌（南京）、越南廠,6.7500,新臺幣百萬元營收,AA1000 保證標準v3,"短期目標:2022年取水密集度較2020年減少5%
中長期目標:2025年取水密集度較2020年減少10%"
1111005,110,6288,聯嘉,33684.0000,"組織邊界
台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號
外倉
地址：350苗栗縣竹南鎮和興路364號",33684.0000,營業額,N,無。
1111005,110,6405,悅城,173103.0000,110年,126954.0000,製程用水,N,無
1111005,110,6409,旭隼,0.1696,"1.包含合併財務報表之母子公司
2.旭隼科技在台灣、大陸及越南，均位於工業區辦公大樓，在生產製造時無需耗用水資源（即無工業用水需求），僅須使用員工生活用水、而其來源均為市政供水，其取得及排放均依市政供水規定。",0.2772,員工生活用水,採用ISAE3000及ISAE3410進行確信,宣導節約用水
1111005,110,6412,群電,725699.4000,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,0.0179,營業額,N,用水減量目標以2019年為基準年，每年總使用量與公司總產值之比值較前一年度至少降低3%，至2025年預計減少16.7%
1111005,110,6414,樺漢,3272.0000,僅母公司,,,N,"樺漢科技雖處於北部僅有辦公室活動，生活用水量不多，但為培養同仁環保意識，透過日常宣導同仁省水觀念，儘量減少水資源的浪費，以符合本公司提升水資源使用效率之環境政策內容。
108年: 3104度
109年: 3122度(YoY + 0.58%)：(註：水量YoY較前年增加是因應台灣COVID疫情，促進員工個人衛生，有效控制疫情發散)
110年: 3272度(YoY + 4.80%)：(註：水量YoY較前年增加是因應台灣COVID疫情，促進員工個人衛生，有效控制疫情發散)
減量目標YoY年減≧1%"
